flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
93	A	1617990954.609602000	6	0x011b	84.3.251.104	84.3.251.102	43701	502
93	B	1617990954.614642000	6	0x031b	84.3.251.102	84.3.251.104	502	43701
94	A	1617990954.642924000	6	0x011b	84.3.251.105	84.3.251.103	57033	502
94	B	1617990954.647905000	6	0x031b	84.3.251.103	84.3.251.105	502	57033
132	A	1617990965.086290000	6	0x011b	84.3.251.104	84.3.251.102	47877	502
132	B	1617990965.094674000	6	0x031f	84.3.251.102	84.3.251.104	502	47877
95	A	1617990955.565508000	6	0x011b	84.3.251.103	84.3.251.102	50519	502
95	B	1617990955.570197000	6	0x031b	84.3.251.102	84.3.251.103	502	50519
96	A	1617990955.739586000	6	0x011b	84.3.251.104	84.3.251.102	40053	502
96	B	1617990955.744748000	6	0x031b	84.3.251.102	84.3.251.104	502	40053
97	A	1617990955.747000000	6	0x011b	84.3.251.105	84.3.251.103	41341	502
97	B	1617990955.754624000	6	0x031b	84.3.251.103	84.3.251.105	502	41341
99	A	1617990955.845347000	6	0x011b	84.3.251.102	84.3.251.101	37421	502
99	B	1617990955.850743000	6	0x031b	84.3.251.101	84.3.251.102	502	37421
100	A	1617990956.636301000	6	0x011b	84.3.251.103	84.3.251.102	43579	502
100	B	1617990956.642090000	6	0x031b	84.3.251.102	84.3.251.103	502	43579
102	A	1617990956.853953000	6	0x011b	84.3.251.105	84.3.251.103	38679	502
102	B	1617990956.858810000	6	0x031b	84.3.251.103	84.3.251.105	502	38679
104	A	1617990957.397800000	6	0x011b	84.3.251.102	84.3.251.101	44287	502
104	B	1617990957.403301000	6	0x031b	84.3.251.101	84.3.251.102	502	44287
105	A	1617990957.742924000	6	0x011b	84.3.251.103	84.3.251.102	48801	502
105	B	1617990957.747882000	6	0x031b	84.3.251.102	84.3.251.103	502	48801
106	A	1617990957.986549000	6	0x011b	84.3.251.105	84.3.251.103	59719	502
106	B	1617990957.991776000	6	0x031b	84.3.251.103	84.3.251.105	502	59719
107	A	1617990957.993023000	6	0x011b	84.3.251.104	84.3.251.102	56641	502
107	B	1617990958.001800000	6	0x031b	84.3.251.102	84.3.251.104	502	56641
109	A	1617990958.921444000	6	0x011b	84.3.251.102	84.3.251.101	46005	502
109	B	1617990958.926405000	6	0x031b	84.3.251.101	84.3.251.102	502	46005
110	A	1617990959.523092000	6	0x011b	84.3.251.105	84.3.251.103	43757	502
110	B	1617990959.528011000	6	0x031b	84.3.251.103	84.3.251.105	502	43757
111	A	1617990959.536334000	6	0x011b	84.3.251.104	84.3.251.102	56521	502
111	B	1617990959.541182000	6	0x031b	84.3.251.102	84.3.251.104	502	56521
113	A	1617990960.227586000	6	0x011b	84.3.251.103	84.3.251.102	40179	502
113	B	1617990960.233349000	6	0x031b	84.3.251.102	84.3.251.103	502	40179
114	A	1617990960.634520000	6	0x011b	84.3.251.105	84.3.251.103	57171	502
114	B	1617990960.640389000	6	0x031b	84.3.251.103	84.3.251.105	502	57171
115	A	1617990960.637872000	6	0x011b	84.3.251.104	84.3.251.102	48537	502
115	B	1617990960.644425000	6	0x031b	84.3.251.102	84.3.251.104	502	48537
116	A	1617990960.872124000	6	0x011b	84.3.251.102	84.3.251.101	41199	502
116	B	1617990960.877015000	6	0x031b	84.3.251.101	84.3.251.102	502	41199
117	A	1617990961.288778000	6	0x011b	84.3.251.103	84.3.251.102	36663	502
117	B	1617990961.294832000	6	0x031b	84.3.251.102	84.3.251.103	502	36663
118	A	1617990961.744092000	6	0x011b	84.3.251.104	84.3.251.102	39637	502
118	B	1617990961.748732000	6	0x031b	84.3.251.102	84.3.251.104	502	39637
119	A	1617990961.756738000	6	0x011b	84.3.251.105	84.3.251.103	55061	502
119	B	1617990961.761585000	6	0x031b	84.3.251.103	84.3.251.105	502	55061
121	A	1617990962.384672000	6	0x011b	84.3.251.102	84.3.251.101	60805	502
121	B	1617990962.389564000	6	0x031b	84.3.251.101	84.3.251.102	502	60805
122	A	1617990962.393440000	6	0x011b	84.3.251.103	84.3.251.102	43815	502
122	B	1617990962.397561000	6	0x031b	84.3.251.102	84.3.251.103	502	43815
123	A	1617990962.844328000	6	0x011b	84.3.251.104	84.3.251.102	52013	502
123	B	1617990962.849381000	6	0x031b	84.3.251.102	84.3.251.104	502	52013
124	A	1617990962.880957000	6	0x011b	84.3.251.105	84.3.251.103	60605	502
124	B	1617990962.885518000	6	0x031b	84.3.251.103	84.3.251.105	502	60605
161	A	1617990972.998240000	6	0x011b	84.3.251.105	84.3.251.103	51665	502
161	B	1617990973.005733000	6	0x031f	84.3.251.103	84.3.251.105	502	51665
162	A	1617990973.003616000	6	0x011b	84.3.251.102	84.3.251.101	50653	502
162	B	1617990973.014263000	6	0x031f	84.3.251.101	84.3.251.102	502	50653
125	A	1617990963.431809000	6	0x011b	84.3.251.103	84.3.251.102	45765	502
125	B	1617990963.436294000	6	0x031b	84.3.251.102	84.3.251.103	502	45765
126	A	1617990963.929159000	6	0x011b	84.3.251.102	84.3.251.101	48509	502
126	B	1617990963.933887000	6	0x031b	84.3.251.101	84.3.251.102	502	48509
127	A	1617990963.961537000	6	0x011b	84.3.251.104	84.3.251.102	53323	502
127	B	1617990963.966877000	6	0x031b	84.3.251.102	84.3.251.104	502	53323
128	A	1617990963.987116000	6	0x011b	84.3.251.105	84.3.251.103	44035	502
128	B	1617990963.993035000	6	0x031b	84.3.251.103	84.3.251.105	502	44035
129	A	1617990964.423464000	6	0x011b	84.3.251.103	84.3.251.102	39251	502
129	B	1617990964.429650000	6	0x031b	84.3.251.102	84.3.251.103	502	39251
101	A	1617990956.690418000	6	0x01db	84.3.251.20	84.3.251.18	58136	502
101	B	1617990965.759352000	6	0x0717	84.3.251.18	84.3.251.20	502	58136
131	A	1617990965.085544000	6	0x011b	84.3.251.105	84.3.251.103	48775	502
131	B	1617990965.090709000	6	0x031b	84.3.251.103	84.3.251.105	502	48775
133	A	1617990965.386482000	6	0x011b	84.3.251.102	84.3.251.101	38629	502
133	B	1617990965.391092000	6	0x031b	84.3.251.101	84.3.251.102	502	38629
134	A	1617990965.401355000	6	0x011b	84.3.251.103	84.3.251.102	35537	502
134	B	1617990965.406266000	6	0x031b	84.3.251.102	84.3.251.103	502	35537
168	A	1617990975.167481000	6	0x011b	84.3.251.101	84.3.251.18	58803	502
168	B	1617990975.259287000	6	0x071f	84.3.251.18	84.3.251.101	502	58803
13	A	1617990931.372485000	6	0x0002	84.3.251.101	84.3.251.18	54469	502
23	A	1617990934.375980000	6	0x0002	84.3.251.101	84.3.251.18	36813	502
43	A	1617990939.279401000	0	0x0000	-	-	0	0
46	A	1617990939.993229000	6	0x0002	84.3.251.101	84.3.251.18	34409	502
29	A	1617990935.689024000	6	0x00c2	84.3.251.20	84.3.251.18	58126	502
59	A	1617990944.283621000	6	0x0002	84.3.251.101	84.3.251.18	60641	502
75	A	1617990948.559550000	6	0x0002	84.3.251.101	84.3.251.18	50629	502
84	A	1617990951.559931000	6	0x0002	84.3.251.101	84.3.251.18	51121	502
5	A	1617990929.893721000	0	0x0000	-	-	0	0
6	A	1617990929.899738000	0	0x0000	-	-	0	0
6	B	1617990950.842821000	0	0x0000	-	-	0	0
98	A	1617990955.762361000	6	0x0002	84.3.251.101	84.3.251.18	58289	502
108	A	1617990958.710697000	6	0x0002	84.3.251.103	84.3.251.102	51275	502
108	B	1617990958.716001000	6	0x0212	84.3.251.102	84.3.251.103	502	51275
112	A	1617990959.795316000	6	0x0002	84.3.251.101	84.3.251.18	43159	502
120	A	1617990961.863112000	6	0x0002	84.3.251.101	84.3.251.18	37269	502
130	A	1617990964.863988000	6	0x0002	84.3.251.101	84.3.251.18	41497	502
135	A	1617990966.212782000	6	0x011b	84.3.251.105	84.3.251.103	50385	502
135	B	1617990966.217504000	6	0x031b	84.3.251.103	84.3.251.105	502	50385
136	A	1617990966.216805000	6	0x011b	84.3.251.104	84.3.251.102	48453	502
136	B	1617990966.221661000	6	0x031b	84.3.251.102	84.3.251.104	502	48453
137	A	1617990966.387623000	6	0x011b	84.3.251.103	84.3.251.102	50389	502
137	B	1617990966.392881000	6	0x031b	84.3.251.102	84.3.251.103	502	50389
138	A	1617990966.879239000	6	0x011b	84.3.251.102	84.3.251.101	40985	502
138	B	1617990966.884402000	6	0x031b	84.3.251.101	84.3.251.102	502	40985
139	A	1617990967.334534000	6	0x011b	84.3.251.105	84.3.251.103	33243	502
139	B	1617990967.339869000	6	0x031b	84.3.251.103	84.3.251.105	502	33243
140	A	1617990967.342358000	6	0x011b	84.3.251.104	84.3.251.102	59205	502
140	B	1617990967.348482000	6	0x031b	84.3.251.102	84.3.251.104	502	59205
141	A	1617990967.391475000	6	0x011b	84.3.251.103	84.3.251.102	46723	502
141	B	1617990967.396255000	6	0x031b	84.3.251.102	84.3.251.103	502	46723
143	A	1617990968.352682000	6	0x011b	84.3.251.103	84.3.251.102	58991	502
143	B	1617990968.357701000	6	0x031b	84.3.251.102	84.3.251.103	502	58991
144	A	1617990968.463241000	6	0x011b	84.3.251.102	84.3.251.101	42641	502
144	B	1617990968.468180000	6	0x031b	84.3.251.101	84.3.251.102	502	42641
145	A	1617990968.489301000	6	0x011b	84.3.251.104	84.3.251.102	52489	502
145	B	1617990968.494077000	6	0x031b	84.3.251.102	84.3.251.104	502	52489
146	A	1617990968.490922000	6	0x011b	84.3.251.105	84.3.251.103	52313	502
146	B	1617990968.498754000	6	0x031b	84.3.251.103	84.3.251.105	502	52313
142	A	1617990967.957702000	6	0x0002	84.3.251.101	84.3.251.18	52189	502
147	A	1617990969.394130000	6	0x011b	84.3.251.103	84.3.251.102	44469	502
147	B	1617990969.399034000	6	0x031b	84.3.251.102	84.3.251.103	502	44469
148	A	1617990969.634271000	6	0x011b	84.3.251.104	84.3.251.102	35121	502
148	B	1617990969.638993000	6	0x031b	84.3.251.102	84.3.251.104	502	35121
149	A	1617990969.644491000	6	0x011b	84.3.251.105	84.3.251.103	42765	502
149	B	1617990969.649415000	6	0x031b	84.3.251.103	84.3.251.105	502	42765
150	A	1617990970.501383000	6	0x011b	84.3.251.103	84.3.251.102	36681	502
150	B	1617990970.507371000	6	0x031b	84.3.251.102	84.3.251.103	502	36681
151	A	1617990970.740069000	6	0x011b	84.3.251.104	84.3.251.102	39381	502
151	B	1617990970.745376000	6	0x031b	84.3.251.102	84.3.251.104	502	39381
152	A	1617990970.768417000	6	0x011b	84.3.251.105	84.3.251.103	37555	502
152	B	1617990970.774865000	6	0x031b	84.3.251.103	84.3.251.105	502	37555
155	A	1617990971.468133000	6	0x011b	84.3.251.102	84.3.251.101	59991	502
155	B	1617990971.473523000	6	0x031b	84.3.251.101	84.3.251.102	502	59991
156	A	1617990971.468161000	6	0x011b	84.3.251.103	84.3.251.102	36149	502
156	B	1617990971.477558000	6	0x031b	84.3.251.102	84.3.251.103	502	36149
157	A	1617990971.869180000	6	0x011b	84.3.251.104	84.3.251.102	51091	502
157	B	1617990971.874462000	6	0x031b	84.3.251.102	84.3.251.104	502	51091
158	A	1617990971.888884000	6	0x011b	84.3.251.105	84.3.251.103	42787	502
158	B	1617990971.894541000	6	0x031b	84.3.251.103	84.3.251.105	502	42787
153	A	1617990970.961941000	6	0x0002	84.3.251.101	84.3.251.18	59451	502
159	A	1617990972.582096000	6	0x011b	84.3.251.103	84.3.251.102	48931	502
159	B	1617990972.587180000	6	0x031b	84.3.251.102	84.3.251.103	502	48931
160	A	1617990972.996484000	6	0x011b	84.3.251.104	84.3.251.102	47199	502
160	B	1617990973.001834000	6	0x031b	84.3.251.102	84.3.251.104	502	47199
30	A	1617990935.842808000	0	0x0000	-	-	0	0
30	B	1617990939.939717000	0	0x0000	-	-	0	0
163	A	1617990973.705834000	6	0x011b	84.3.251.103	84.3.251.102	52111	502
163	B	1617990973.710427000	6	0x031b	84.3.251.102	84.3.251.103	502	52111
164	A	1617990974.110505000	6	0x011b	84.3.251.105	84.3.251.103	53651	502
164	B	1617990974.115540000	6	0x031b	84.3.251.103	84.3.251.105	502	53651
165	A	1617990974.111042000	6	0x011b	84.3.251.104	84.3.251.102	44347	502
165	B	1617990974.119006000	6	0x031b	84.3.251.102	84.3.251.104	502	44347
154	A	1617990971.269082000	6	0x00c2	84.3.251.20	84.3.251.18	58138	502
166	A	1617990974.483417000	6	0x011b	84.3.251.102	84.3.251.101	33399	502
166	B	1617990974.488133000	6	0x031b	84.3.251.101	84.3.251.102	502	33399
167	A	1617990974.858039000	6	0x011b	84.3.251.103	84.3.251.102	40421	502
167	B	1617990974.862635000	6	0x031b	84.3.251.102	84.3.251.103	502	40421
7	A	1617990929.904782000	1	0x0000	84.3.251.110	84.3.251.18	0	0
7	B	1617990929.972764000	1	0x0000	84.3.251.18	84.3.251.110	0	0
169	A	1617990975.430777000	6	0x0002	84.3.251.101	84.3.251.18	36857	502
170	A	1617990975.940206000	6	0x011b	84.3.251.102	84.3.251.101	46967	502
170	B	1617990975.944930000	6	0x031b	84.3.251.101	84.3.251.102	502	46967
171	A	1617990975.948870000	6	0x011b	84.3.251.104	84.3.251.102	53445	502
171	B	1617990975.953408000	6	0x031f	84.3.251.102	84.3.251.104	502	53445
172	A	1617990975.949866000	6	0x011b	84.3.251.105	84.3.251.103	51833	502
172	B	1617990975.957557000	6	0x031b	84.3.251.103	84.3.251.105	502	51833
