appid,sessionid,repeated,app,app-ctrl,apprisk,service,srcip,dstip,subtype,eventtype,url,parameters,filename
25830,77706,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,01 00
16938,77706,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77708,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77708,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77708,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77708,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77708,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 02 57
16938,77708,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77710,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77710,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77710,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77710,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77710,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 02 62
16938,77710,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77712,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 31 00 01
48881,77712,,Modbus_Func01.Read.Coils.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:49, Address:49","UnitID=0,Ref=49-49,Data=00 01"
25830,77712,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77712,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77712,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48881,77712,,Modbus_Func01.Read.Coils.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77712,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,01 00
16938,77712,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77714,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77714,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77714,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77714,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77714,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 02 7d
16938,77714,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77716,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77716,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77716,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77716,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77716,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 02 7d
16938,77716,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77718,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 31 00 01
48881,77718,,Modbus_Func01.Read.Coils.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:49, Address:49","UnitID=0,Ref=49-49,Data=00 01"
25830,77718,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77718,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77718,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48881,77718,,Modbus_Func01.Read.Coils.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77718,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,01 00
16938,77718,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77720,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77720,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77720,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77720,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77720,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 02 ac
16938,77720,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77722,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77722,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77722,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77722,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77722,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 02 a5
16938,77722,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77724,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 31 00 01
48881,77724,,Modbus_Func01.Read.Coils.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:49, Address:49","UnitID=0,Ref=49-49,Data=00 01"
25830,77724,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77724,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77724,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48881,77724,,Modbus_Func01.Read.Coils.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77724,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,01 00
16938,77724,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77726,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77726,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77726,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77726,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77726,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 02 ce
16938,77726,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77728,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77728,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77728,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77728,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77728,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 02 d4
16938,77728,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77730,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 31 00 01
48881,77730,,Modbus_Func01.Read.Coils.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:49, Address:49","UnitID=0,Ref=49-49,Data=00 01"
25830,77730,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77730,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77730,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48881,77730,,Modbus_Func01.Read.Coils.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77730,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,01 00
16938,77730,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77732,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77732,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77732,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77732,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77732,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 02 f6
16938,77732,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77734,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 05 00 01
48883,77734,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,"UnitID:0, Address:5, Address:5","UnitID=0,Ref=5-5,Data=00 01"
25855,77734,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
48883,77734,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25855,77734,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,02 03 06
16938,77734,,Modbus,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,
25830,77736,,Modbus_Read.Coils,,elevated,MODBUS,84.3.251.101,84.3.251.18,app-ctrl,signature,,,00 31 00 01
