appid,sessionid,repeated,app,app-ctrl,apprisk,service,srcip,dstip,subtype,eventtype,url,parameters,filename
17842,61430,,DNP3_Write,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,50 01 00 07 07 00
17842,61430,,DNP3_Write,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 01 06 3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 01 02 00 00 00 01 03 02 00 00 00 76 78 01 14 01 00 00 00 01 00 00 00 00 15 01 00 00 00 73 7e 01 00 00 00 00 1e 05 00 00 00 01 00 00 00 00 0a 0d 6b 02 00 00 00 01 28 03 00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 01 06 3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 01 02 00 00 00 01 03 02 00 00 00 e3 35 01 14 01 00 00 00 01 00 00 00 00 15 01 00 00 00 73 7e 01 00 00 00 00 1e 05 00 00 00 01 00 00 00 00 0a 0d 6b 02 00 00 00 01 28 03 00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 fc 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 00 fc 00 00 00 01 1c 46 72 65 79 e5 f3 72 53 43 41 44 41 20 45 6d 62 65 64 64 65 64 20 29 cc 53 6f 6c 75
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 01 06 3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 01 02 00 00 00 01 03 02 00 00 00 6a ea 01 14 01 00 00 00 01 00 00 00 00 15 01 00 00 00 73 7e 01 00 00 00 00 1e 05 00 00 00 01 00 00 00 00 0a 0d 6b 02 00 00 00 01 28 03 00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 fa 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 00 fa 00 00 00 01 17 46 72 65 79 48 5c 72 53 43 41 44 41 20 44 4e 50 33 20 4c 69 62 72 c4
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 f9 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 00 f9 00 00 00 01 03 33 2e 31
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 01 06 3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 01 02 00 00 00 01 03 02 00 00 00 30 f1 01 14 01 00 00 00 01 00 00 00 00 15 01 00 00 00 73 7e 01 00 00 00 00 1e 05 00 00 00 01 00 00 00 00 0a 0d 6b 02 00 00 00 01 28 03 00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 f8 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 00 f8 00 00 00 01 09 32 31 2e 30 0d 53 35 2e 30
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 f6 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 00 f6 00 00 00 01 07 49 44 5f 43 b9 3e 4f
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 01 06 3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 01 02 00 00 00 01 03 02 00 00 00 96 d2 01 14 01 00 00 00 01 00 00 00 00 15 01 00 00 00 73 7e 01 00 00 00 00 1e 05 00 00 00 01 00 00 00 00 0a 0d 6b 02 00 00 00 01 28 03 00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 ff 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 00 ff 00 00 00 fe 50 d3 00 d4 00 5d cc d5 00 d6 00 d7 00 d8 00 d9 00 da 00 db 00 dc 00 68 18 dd 00 de 00 df 00 e0 00 e1 00 e2 00 e3 00 e4 00 ec 2d e5 00 e6 00 e7 00 e8 00 e9 00 ea 00 eb 00 ec 00 34 2e ed 00 ee 00 ef 00 f0 00 f1 00 f2 00 f3 00 f5 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 01 06 3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00 01 02 00 00 00 01 03 02 00 00 00 1f 0d 01 14 01 00 00 00 01 00 00 00 00 15 01 00 00 00 73 7e 01 00 00 00 00 1e 05 00 00 00 01 00 00 00 00 0a 0d 6b 02 00 00 00 01 28 03 00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 fe 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17189,61430,,DNP3,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
55662,61430,,DNP3_Class.Dump,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,3c 02 06 3c 03 06 3c 04 06
17843,61430,,DNP3_Read,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
51812,61430,,DNP3_Data.Link.Layer.Function.Unconfirmed.User.Data,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
31817,61430,,DNP3_Response,,elevated,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,00 00
10003728,61430,,DNP.DNP3,,low,DNP3,192.168.2.91,192.168.2.86,app-ctrl,signature,,,
